"type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","report","keywords","url","Link","keyword1","keyword2","keyword3","keyword4","keyword5","...25"
"techreport","tbep0699","Mitigation Criteria for Tampa Bay","J. Beever","1999","NA","#06-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-99","bay habitats, regulations, program guidance","https://drive.google.com/file/d/1YM7mYRCZr-Zpt9zu84DeVDXtAYEBGHIL/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1YM7mYRCZr-Zpt9zu84DeVDXtAYEBGHIL/view?usp=drivesdk"">View Document</a>","bay habitats","regulations","program guidance",NA,NA,NA
"techreport","tbep0599","Atmospheric Deposition Contributions to Nitrogen and Phosphorus Loadings in Tampa Bay: Intensive Wet and Dry Deposition Data Collection and Analysis August 1996-July 1998","R.J. Pribble, A.J. Janicki","1999","NA","#05-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-99","nitrogen, pollutant loading","https://drive.google.com/file/d/1PgtOc7dfcioXKV_FT2os-yQv4qKaA7Ec/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1PgtOc7dfcioXKV_FT2os-yQv4qKaA7Ec/view?usp=drivesdk"">View Document</a>","nitrogen","pollutant loading",NA,NA,NA,NA
"techreport","tbep0499","Development of Sediment Contaminant Loading Action Plan","S.K. Patel","1999","NA","#04-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-99","benthos, contaminants, program guidance, education, stormwater","https://drive.google.com/file/d/1EXjNhatDC4_AjS-UiQgV2eJv-SjtmF9U/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1EXjNhatDC4_AjS-UiQgV2eJv-SjtmF9U/view?usp=drivesdk"">View Document</a>","benthos","contaminants","program guidance","education","stormwater",NA
"techreport","tbep0399","Impacts of Atmospheric Deposition on Stormwater Quality","M.P. Timpe, R.T. Pribble","1999","NA","#03-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-99","water quality, stormwater, nitrogen","https://drive.google.com/file/d/1oTaaBoYx8pB32p6ONjPxIxM1XzSjux2G/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1oTaaBoYx8pB32p6ONjPxIxM1XzSjux2G/view?usp=drivesdk"">View Document</a>","water quality","stormwater","nitrogen",NA,NA,NA
"techreport","tbep0299","Tampa Bay Estuary Program Models: Loading, Empirical, and Optimization","A.J. Janicki, D.Wade","1999","NA","#02-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-99","modelling, pollutant loading, nitrogen, chlorophyll, light attenuation","https://drive.google.com/file/d/1T2HYVxaSXFu1QDCNEHNeCiHt8xcMqr9z/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1T2HYVxaSXFu1QDCNEHNeCiHt8xcMqr9z/view?usp=drivesdk"">View Document</a>","modelling","pollutant loading","nitrogen","chlorophyll","light attenuation",NA
"techreport","tbep0199","Alafia River Oyster Bar Restoration Demonstration Project: Final Monitoring Report","T. Cardinale, T. Ash, S. Cooper","1999","NA","#01-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-99","restoration, shellfish, monitoring, fish and wildlife, bay habitats","https://drive.google.com/file/d/1XNSPDOnazQaTpl1cE2US0hrXlIhRNx3m/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1XNSPDOnazQaTpl1cE2US0hrXlIhRNx3m/view?usp=drivesdk"">View Document</a>","restoration","shellfish","monitoring","fish and wildlife","bay habitats",NA
"techreport","tbep0498","Interpretation of Bulk Atmospheric Deposition and Stormwater Quality Data in the Tampa Bay Region","L.K. Dixon, M.G. Heyl, S. Murray","1998","NA","#04-98","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-98","pollutant loading, stormwater, nitrogen, monitoring, spatial analysis","https://drive.google.com/file/d/1s1bbXHXnncoYNw-lQk5NjJ23SxJq6sy1/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1s1bbXHXnncoYNw-lQk5NjJ23SxJq6sy1/view?usp=drivesdk"">View Document</a>","pollutant loading","stormwater","nitrogen","monitoring","spatial analysis",NA
"techreport","tbep0398","Overview of Terra Ceia Bay Benthos: 1993-1997","S.A. Grabe","1998","NA","#03-98","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-98","benthos, benthos, status and trends, assessment, monitoring","https://drive.google.com/file/d/1SHdw4vMNHl-lhVHbtkJghExaj-qGl2Gn/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1SHdw4vMNHl-lhVHbtkJghExaj-qGl2Gn/view?usp=drivesdk"">View Document</a>","benthos","benthos","status and trends","assessment","monitoring",NA
"techreport","tbep0298","Overview of Manatee River Benthos: 1993-1997","S.A. Grabe","1998","NA","#02-98","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-98","benthos, benthos, status and trends, assessment, monitoring","https://drive.google.com/file/d/1_lazPk1OJZZyMf19r3tUAMpZVR_wmpXh/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1_lazPk1OJZZyMf19r3tUAMpZVR_wmpXh/view?usp=drivesdk"">View Document</a>","benthos","benthos","status and trends","assessment","monitoring",NA
"techreport","tbep0198","Overview of Boca Ciega Bay Benthos: 1997","S. A. Grabe","1998","NA","#01-98","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-98","benthos, benthos, status and trends, assessment, monitoring","https://drive.google.com/file/d/129jWaqTzNO5JbtMqjcEhPUkYbmRHJUDx/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/129jWaqTzNO5JbtMqjcEhPUkYbmRHJUDx/view?usp=drivesdk"">View Document</a>","benthos","benthos","status and trends","assessment","monitoring",NA
"techreport","tbep0897","An Analysis of the Effects of Freshwater Inflows on Salinity Distributions, Dissolved Oxygen Concentrations, and Habitat Characteristics of the Hillsborough River and Palm River/Tampa Bypass Canal","Coastal Environmental/Post, Buckley, Schuh and Jernigan, Inc.","1997","NA","#08-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-97","bay habitats, water quality, regulations","https://drive.google.com/file/d/1Yl0Rh7E60lr_2bo0Cp4qy6Il9ArUAch0/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Yl0Rh7E60lr_2bo0Cp4qy6Il9ArUAch0/view?usp=drivesdk"">View Document</a>","bay habitats","water quality","regulations",NA,NA,NA
"techreport","tbep0797","Tampa Bay National Estuary Program Federal Consistency Report","H.B. Lovett","1996","NA","#07-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-97","program guidance","https://drive.google.com/file/d/1299GuAKndYEXu-jPbQuml8BJ24dPrVOO/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1299GuAKndYEXu-jPbQuml8BJ24dPrVOO/view?usp=drivesdk"">View Document</a>","program guidance",NA,NA,NA,NA,NA
"techreport","tbep0697","Tampa Bay Sediment Quality Workshop: Setting Targets and Defining Management Strategies","D. D. MacDonald","1997","NA","#06-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-97","benthos, program guidance, contaminants","https://drive.google.com/file/d/1zkDauqggRHij8kpARlifQeXiisry6AHd/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1zkDauqggRHij8kpARlifQeXiisry6AHd/view?usp=drivesdk"">View Document</a>","benthos","program guidance","contaminants",NA,NA,NA
"techreport","tbep0597","Hydrographic Conditions and Dissolved Oxygen Status of the Tampa Bay Estuarine System (September-October 1993-1996)","S.A. Grabe","1997","NA","#05-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-97","water quality, assessment, monitoring","https://drive.google.com/file/d/1NNmKP0HB57Hlw5tlnPeHT46WU-x_-qJj/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1NNmKP0HB57Hlw5tlnPeHT46WU-x_-qJj/view?usp=drivesdk"">View Document</a>","water quality","assessment","monitoring",NA,NA,NA
"techreport","tbep0497","Trace Metal Status of Tampa Bay Sediments 1993-1996","S.A. Grabe","1997","NA","#04-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-97","benthos, assessment, contaminants","https://drive.google.com/file/d/1vTcRFUElQTo2Nk2Snv6ts3wG57tvm8Dx/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1vTcRFUElQTo2Nk2Snv6ts3wG57tvm8Dx/view?usp=drivesdk"">View Document</a>","benthos","assessment","contaminants",NA,NA,NA
"techreport","tbep0397","Toxic Contamination Sources Assessment: Sources of Sediment Contaminants of Concern and Recommendations for Prioritization of Hillsborough and Boca Ciega Sub-Basins","R. McConnell, T. Brink","1997","NA","#03-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-97","benthos, contaminants, assessment, program guidance","https://drive.google.com/file/d/1C4tzViGfatXb3IYWlBIJ6Ras1xtcfpbY/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1C4tzViGfatXb3IYWlBIJ6Ras1xtcfpbY/view?usp=drivesdk"">View Document</a>","benthos","contaminants","assessment","program guidance",NA,NA
"techreport","tbep0297","Guidelines for Calculating Nitrogen Load Reduction Credits","H.W. Zarbock, A.J. Janicki","1997","NA","#02-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-97","nitrogen, pollutant loading, stormwater, wastewater, program guidance","https://drive.google.com/file/d/1R3r2qJLSuLNOkIf47IITi87jQ3UriKL0/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1R3r2qJLSuLNOkIf47IITi87jQ3UriKL0/view?usp=drivesdk"">View Document</a>","nitrogen","pollutant loading","stormwater","wastewater","program guidance",NA
"techreport","tbep0197","Oiled Wildlife Response Program","L. Fox, H. Lovett, F. Parsons","1997","NA","#01-97","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-97","spills, fish and wildlife","https://drive.google.com/file/d/1Nt9PV31t1qBQD9DnOfWwQJhjxQkxJy-N/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Nt9PV31t1qBQD9DnOfWwQJhjxQkxJy-N/view?usp=drivesdk"">View Document</a>","spills","fish and wildlife",NA,NA,NA,NA
"techreport","tbep2196","A Compilation of Selected Analyses Supporting the Tampa Bay National Estuary Program's Nitrogen Allocation Workshop","Apogee Research, Inc.","1995","NA","#21-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#21-96","pollutant loading, assessment, program guidance","https://drive.google.com/file/d/1HaDX2ln-DIlFERPeThIEuwbOqL_Ag7t3/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1HaDX2ln-DIlFERPeThIEuwbOqL_Ag7t3/view?usp=drivesdk"">View Document</a>","pollutant loading","assessment","program guidance",NA,NA,NA
"techreport","tbep2096","GIS Mapping of Boom Locations and Other Information Needed for Tampa Bay Oil Spill Contingency Plan","H. Norris","1996","NA","#20-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#20-96","spills, spatial analysis, contaminants","https://drive.google.com/file/d/1ARr6-3dumL2eEb2TdAQxmq8_x9MbG0RN/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1ARr6-3dumL2eEb2TdAQxmq8_x9MbG0RN/view?usp=drivesdk"">View Document</a>","spills","spatial analysis","contaminants",NA,NA,NA
"techreport","tbep1996","Estimates of Total Nitrogen, Total Phosphorus, and Total Suspended Solids to Tampa Bay, Florida. Technical Appendix: 1992-1994 Total Nitrogen Loadings to Tampa Bay, Florida","H.W. Zarbock, A.J. Janicki, S.S. Janicki","1996","NA","#19-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#19-96","pollutant loading, nitrogen, modelling, wastewater, stormwater","https://drive.google.com/file/d/1Lm44sdpscL1N7Vd2oLsQxJlDt-d3rj2q/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Lm44sdpscL1N7Vd2oLsQxJlDt-d3rj2q/view?usp=drivesdk"">View Document</a>","pollutant loading","nitrogen","modelling","wastewater","stormwater",NA
"techreport","tbep1896","The Diamondback Track (formerly Brackins Tract) Shoreline Restoration","Hillsborough County Parks and Recreation Department","1996","NA","#18-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#18-96","restoration, bay habitats","https://drive.google.com/file/d/1PSvR7_H9WQDiob_wrsTQ_AVZ3eLCqjFO/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1PSvR7_H9WQDiob_wrsTQ_AVZ3eLCqjFO/view?usp=drivesdk"">View Document</a>","restoration","bay habitats",NA,NA,NA,NA
"techreport","tbep1796","Demonstration of Littoral Zone Habitat Restoration Alternatives (Designs) Adjacent to an Industrial Waterway","Southwest Florida Water Management District SWIM Department","1996","NA","#17-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#17-96","restoration, bay habitats","https://drive.google.com/file/d/1Pyiy5w7j1KxaMzUulzGiDUSqYRGpQIsi/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Pyiy5w7j1KxaMzUulzGiDUSqYRGpQIsi/view?usp=drivesdk"">View Document</a>","restoration","bay habitats",NA,NA,NA,NA
"techreport","tbep1696","Descriptions of Government (and Private) Management and Stewardship Programs in Tampa Bay","H. Lovett","1996","NA","#16-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#16-96","program guidance, restoration, wastewater, stormwater, education","https://drive.google.com/file/d/1Hp73-7Ku3duk_CE8OFNnITKc69V935GK/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Hp73-7Ku3duk_CE8OFNnITKc69V935GK/view?usp=drivesdk"">View Document</a>","program guidance","restoration","wastewater","stormwater","education",NA
"techreport","tbep1596","Tampa Bay Environmental Monitoring Report, 1992-1993","A. Squires, A. Janicki, H. Greening","1996","NA","#15-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#15-96","status and trends, monitoring, water quality, bay habitats, fish and wildlife","https://drive.google.com/file/d/17ISd9GGDdV_mLayxyAs7P5-waElZuQlE/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/17ISd9GGDdV_mLayxyAs7P5-waElZuQlE/view?usp=drivesdk"">View Document</a>","status and trends","monitoring","water quality","bay habitats","fish and wildlife",NA
"techreport","tbep1496","Propeller Scar Monitoring Program for the Tampa Bay National Estuary Program","F.J. Sargent, T.J. Leary, D.E. Kuhl, A.P. Lamb, M.M. Colby, G.M. Macaulay, P.J. Rubec","1996","NA","#14-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#14-96","bay habitats, monitoring, regulations, seagrass","https://drive.google.com/file/d/19ssfXboKETbXBXgPtQ2wT2JyfwM-Z8FL/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/19ssfXboKETbXBXgPtQ2wT2JyfwM-Z8FL/view?usp=drivesdk"">View Document</a>","bay habitats","monitoring","regulations","seagrass",NA,NA
"techreport","tbep1396","Assessment of Manatee Monitoring Programs in Tampa Bay","B. Weigle","1996","NA","#13-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#13-96","fish and wildlife, monitoring, assessment","https://drive.google.com/file/d/1h5dAY2tsHBmxLrDeXDVxlazj03JCbS__/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1h5dAY2tsHBmxLrDeXDVxlazj03JCbS__/view?usp=drivesdk"">View Document</a>","fish and wildlife","monitoring","assessment",NA,NA,NA
"techreport","tbep1296","Assessment of Sea Turtle Monitoring Programs in Tampa Bay","A. Meylan, A. Mosier, K. Moody, A. Foley","1996","NA","#12-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#12-96","fish and wildlife, monitoring, assessment","https://drive.google.com/file/d/1GUZR0tmOik2jrBijayCCdxBlZjGXRAhJ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1GUZR0tmOik2jrBijayCCdxBlZjGXRAhJ/view?usp=drivesdk"">View Document</a>","fish and wildlife","monitoring","assessment",NA,NA,NA
"techreport","tbep1196","Monitoring Bay Scallop Recovery and Stocking Efforts in Tampa Bay","W.S. Arnold, K.G. Hagner, D.C. Marelli","1996","NA","#11-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-96","shellfish, restoration, monitoring","https://drive.google.com/file/d/1GbrO8rCPDK88mHBYWoqNjSBuxuAy9yhk/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1GbrO8rCPDK88mHBYWoqNjSBuxuAy9yhk/view?usp=drivesdk"">View Document</a>","shellfish","restoration","monitoring",NA,NA,NA
"techreport","tbep1096","Recent Trends in Brown Pelican Populations in Tampa Bay","R.T. Paul, J.O.R. Johansson","1996","NA","#10-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#10-96","fish and wildlife, status and trends","https://drive.google.com/file/d/1QaRtfqBhzTGGowQjgWYRMFaYOfxrOp1C/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1QaRtfqBhzTGGowQjgWYRMFaYOfxrOp1C/view?usp=drivesdk"">View Document</a>","fish and wildlife","status and trends",NA,NA,NA,NA
"techreport","tbep0996","Toxic Contamination Sources Assessment: Risk Assessment for Chemicals of Potential Concern and Methods for Identification of Specific Sources","Parsons Engineering Science, Inc.","1996","NA","#09-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-96","contaminants, assessment, water quality","https://drive.google.com/file/d/1Rrjdkx4Tr0Lght8vnrOA6PyyhYPXkjuY/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Rrjdkx4Tr0Lght8vnrOA6PyyhYPXkjuY/view?usp=drivesdk"">View Document</a>","contaminants","assessment","water quality",NA,NA,NA
"techreport","tbep0896","Assessment of Bulk Atmospheric Deposition to the Tampa Bay Watershed","L.K. Dixon, S. Murray, J.S. Perry, P.J. Minotti, M.S. Henry, R.H. Pierce","1996","NA","#08-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#08-96","nitrogen, contaminants, monitoring","https://drive.google.com/file/d/1TFns_8m7TShtr6xAIxYcK4_vqNYf_GnD/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1TFns_8m7TShtr6xAIxYcK4_vqNYf_GnD/view?usp=drivesdk"">View Document</a>","nitrogen","contaminants","monitoring",NA,NA,NA
"techreport","tbep07a96","Watershed Management Model for Optimal Allocation of Best Management Practices: Appendix B","D.L. Wade, A.J. Janicki, R.T. Pribble","1996","NA","#07a-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07a-96","stormwater, nitrogen, modelling, program guidance, pollutant loading","https://drive.google.com/file/d/1921bM5soh5ETHudEEIlHnDZyx1t9H_yx/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1921bM5soh5ETHudEEIlHnDZyx1t9H_yx/view?usp=drivesdk"">View Document</a>","stormwater","nitrogen","modelling","program guidance","pollutant loading",NA
"techreport","tbep0796","Watershed Management Model for Optimal Allocation of Best Management Practices","D.L. Wade, A.J. Janicki, R.T. Pribble","1996","NA","#07-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#07-96","stormwater, nitrogen, modelling, program guidance, pollutant loading","https://drive.google.com/file/d/1q93GXmChtiGBYkS2izt1a1-gR3AU99Iw/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1q93GXmChtiGBYkS2izt1a1-gR3AU99Iw/view?usp=drivesdk"">View Document</a>","stormwater","nitrogen","modelling","program guidance","pollutant loading",NA
"techreport","tbep0696","Estimating Critical Nitrogen Loads for the Tampa Bay Estuary: An Empirically Based Approach to Setting Management Targets","A.J. Janicki, D.L. Wade","1996","NA","#06-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#06-96","nitrogen, program guidance, chlorophyll, light attenuation, seagrass","https://drive.google.com/file/d/1kZkvuprvsMyN9nPS5PHYvXHyo1KQxKTr/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1kZkvuprvsMyN9nPS5PHYvXHyo1KQxKTr/view?usp=drivesdk"">View Document</a>","nitrogen","program guidance","chlorophyll","light attenuation","seagrass",NA
"techreport","tbep0596","Model-Based Estimates of Total Nitrogen Loading to Tampa Bay","H.W. Zarbock, A.J. Janicki, D.L. Wade, R.J. Pribble","1996","NA","#05-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#05-96","nitrogen, modelling, pollutant loading","https://drive.google.com/file/d/1896Sd9CmR0POai5L822STsnwXzmlaM9j/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1896Sd9CmR0POai5L822STsnwXzmlaM9j/view?usp=drivesdk"">View Document</a>","nitrogen","modelling","pollutant loading",NA,NA,NA
"techreport","tbep0496","An Assessment of Sediment Contamination in Tampa Bay, Florida Using the Sediment Quality Triad Approach","H.W. Zarbock, A.J. Janicki, D.T. Logan, D.D. MacDonald","1996","NA","#04-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#04-96","benthos, contaminants, program guidance","https://drive.google.com/file/d/17TIRr2YPV9ntQ0BnXbHlDkxg-1ucXr71/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/17TIRr2YPV9ntQ0BnXbHlDkxg-1ucXr71/view?usp=drivesdk"">View Document</a>","benthos","contaminants","program guidance",NA,NA,NA
"techreport","tbep0396","Technical Report: A Synoptic Survey of the Benthic Macroinvertebrates of Terra Ceia Bay and The Manatee River","D.J. Karlen, S.A. Grabe","1996","NA","#03-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#03-96","benthos, assessment, benthos","https://drive.google.com/file/d/1Bgmg5-7nXjT9cbUk2BC2d08hCGo-K81B/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1Bgmg5-7nXjT9cbUk2BC2d08hCGo-K81B/view?usp=drivesdk"">View Document</a>","benthos","assessment","benthos",NA,NA,NA
"techreport","tbep0296","Technical Report: A Synoptic Survey of the Benthic Macroinvertebrates of the Boca Ciega Bay Estuarine System (Pinellas County, Florida)","S.A. Grabe, D.J. Karlen","1995","NA","#02-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#02-96","benthos, assessment, benthos","https://drive.google.com/file/d/16KzOEloY9BxAJ2m39RZk5U-dQQhen894/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/16KzOEloY9BxAJ2m39RZk5U-dQQhen894/view?usp=drivesdk"">View Document</a>","benthos","assessment","benthos",NA,NA,NA
"techreport","tbep0196","Report on the Mapping of Publicly-Owned Land in the Tampa Bay Watershed","King Engineering Associates, Inc.","1996","NA","#01-96","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#01-96","spatial analysis, bay habitats, recreation, public access","https://drive.google.com/file/d/17uoskMrmcSo7hkCrIwunTmthUwpVneZ1/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/17uoskMrmcSo7hkCrIwunTmthUwpVneZ1/view?usp=drivesdk"">View Document</a>","spatial analysis","bay habitats","recreation","public access",NA,NA
"article","tbepxx95","Symposium on Human Impacts on the Environment of Tampa Bay","Florida Academy of Sciences, Inc.","1995","58","2","Florida Scientist","NA","NA","NA","Florida Scientist","NA","NA","2","NA","monitoring, restoration, assessment, status and trends","https://www.jstor.org/stable/i24313929","<a href=""https://www.jstor.org/stable/i24313929"">View Document</a>","monitoring","restoration","assessment","status and trends",NA,NA
"techreport","tbep1495","Funding Source Inventory for Comprehensive Conservation and Management Action Plans","P. Saarinen","1995","NA","#14-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#14-95","program guidance, restoration","https://drive.google.com/file/d/1eWIiGvVAdEAATxisPSXF8YrrJEKeXSzr/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1eWIiGvVAdEAATxisPSXF8YrrJEKeXSzr/view?usp=drivesdk"">View Document</a>","program guidance","restoration",NA,NA,NA,NA
"techreport","tbep1395","Demonstration of Large-Scale Reintroduction of the Southern Bay Scallop to Tampa Bay, Florida","N.J. Blake","1996","NA","#13-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#13-95","shellfish, restoration","https://drive.google.com/file/d/1fPcxFq3HviR9rRCzoRFD_MWFau5n8RaX/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1fPcxFq3HviR9rRCzoRFD_MWFau5n8RaX/view?usp=drivesdk"">View Document</a>","shellfish","restoration",NA,NA,NA,NA
"techreport","tbep12b95","Technical Report: A Synoptic Survey of the Benthic Macroinvertebrates and Demersal Fishes of the Tampa Bay Estuarine System","S.A. Grabe, C.M. Courtney, Z. Lin, D. Alberdi, H.T. Wilson, G. Blanchard","1995","NA","#12b-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#12b-95","benthos, monitoring, fish and wildlife, shellfish","https://drive.google.com/file/d/1RaG7WAg_weptlmh4_5ZW4fMVl6kGf0yc/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1RaG7WAg_weptlmh4_5ZW4fMVl6kGf0yc/view?usp=drivesdk"">View Document</a>","benthos","monitoring","fish and wildlife","shellfish",NA,NA
"techreport","tbep12a95","Executive Summary: A Synoptic Survey of the Benthic Macroinvertebrates and Demersal Fishes of the Tampa Bay Estuarine System","S.A. Grabe, C.M. Courtney, Z. Lin, D. Alberdi, H.T. Wilson, G. Blanchard","1996","NA","#12a-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#12a-95","benthos, monitoring, fish and wildlife, shellfish","https://drive.google.com/file/d/1kE_RzTuq2TDYfagcOzKrwo2yX-cFqtGJ/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1kE_RzTuq2TDYfagcOzKrwo2yX-cFqtGJ/view?usp=drivesdk"">View Document</a>","benthos","monitoring","fish and wildlife","shellfish",NA,NA
"techreport","tbep1195","Statistical Analysis of the Tampa Bay National Estuary Program 1993 Benthic Survey","H.T. Wilson","1995","NA","#11-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#11-95","benthos, monitoring, assessment","https://drive.google.com/file/d/1gLvRFZ1LyLPw1kNwql5Ggnc_6ETi6gqp/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1gLvRFZ1LyLPw1kNwql5Ggnc_6ETi6gqp/view?usp=drivesdk"">View Document</a>","benthos","monitoring","assessment",NA,NA,NA
"techreport","tbep0995","Setting Priorities for Tampa Bay Habitat Protection and Restoration: Restoring the Balance","R.R.Lewis III, D. Robison","1995","NA","#09-95","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","#09-95","bay habitats, restoration, program guidance","https://drive.google.com/file/d/1P5QdzginXe7y94TmvuEhoN8yPt2Yi9sz/view?usp=drivesdk","<a href=""https://drive.google.com/file/d/1P5QdzginXe7y94TmvuEhoN8yPt2Yi9sz/view?usp=drivesdk"">View Document</a>","bay habitats","restoration","program guidance",NA,NA,NA
